program,course_code,title,description,credits,prerequisites,corequisites,university,program_name,degree_type
BSES,ENGS265,Mechatronic Design,"This course is to expose students to the fundamentals of mechatronics and robotic systems. Over the course of these lectures, topics will include how to interface a computer with the real world, different types of sensors and their use, and different types of actuators and their use. Instructor-led class time including problem sets, projects, and discussions.",3.0,ENGS241,,American University of Armenia,Engineering Sciences,Bachelor
BSES,ENGS271,Systems Engineering,"The Fundamentals of Systems Engineering is a transdisciplinary course that teaches about systems design principles and concepts using scientific, technological and management methods to enable successful realization, use and retirement of engineering systems.",3.0,,,American University of Armenia,Engineering Sciences,Bachelor
BSES,ENGS275,Resource Management,,3.0,,,American University of Armenia,Engineering Sciences,Bachelor
BSES,ENGS280,Alternative Energy,,3.0,,,American University of Armenia,Engineering Sciences,Bachelor
BSES,ENGS281,Flight and Orbital Mechanics,"Flight and Orbital Mechanics provides an integrated introduction to the physical principles and mathematical foundations governing the motion of aerospace vehicles in both atmospheric and space environments. The course covers the fundamentals of flight mechanics, examining the equations of motion, aerodynamic forces, propulsion, and performance parameters such as range, endurance, and flight envelope, before extending these concepts to orbital mechanics, where students analyze spacecraft motion under gravitational forces, orbital transfers, and perturbations. Through analytical derivations, simulations, and applied exercises, students gain a unified understanding of how forces and dynamics shape the trajectories, stability, and performance of aircraft and spacecraft.",3.0,ENGS142,,American University of Armenia,Engineering Sciences,Bachelor
BSES,ENGS290,Special Topics,Course description tailored to topic when offered,3.0,,,American University of Armenia,Engineering Sciences,Bachelor
BSES,ENGS298,Capstone 1,,3.0,,,American University of Armenia,Engineering Sciences,Bachelor
BSES,ENGS299,Capstone 2,"This course provides Engineering Sciences majors the opportunity to develop the knowledge that they have obtained from across the curriculum. Students are encouraged to work in teams toward the implementation of an applied project, typically with industry partners on real life engineering problems under the mentorship of the advising instructor. Students will discuss each other’s projects at scheduled regular meetings led by the instructor. At the end of the course the projects will be presented and demonstrated orally and the project reports will be submitted in writing.",3.0,,,American University of Armenia,Engineering Sciences,Bachelor
BSESS,ESS101,Introduction to Environmental and Sustainability Sciences,"The course introduces the basic principles of environmental and sustainability sciences, including the structure and functioning of ecosystems and their physical and biogeochemical cycles. The course will also examine these ecosystems within the context of complex socio-ecological and socio-technical systems. Specific topics include biodiversity, water, soil, land and air resources, human population dynamics, food and industrial production, and waste and toxicity. Topics will be supplemented by Armenia- and Caucasus-specific cases.",3.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS102,Modes of Inquiry in ESS,"The course introduces various methods of inquiry used in the field of Environmental and Sustainability Sciences. It is designed to equip students with tools and critical thinking skills to investigate, analyze, and explore paths to address complex challenges through the use of quantitative, qualitative, and hybrid approaches. Students will engage in hands-on exercises and case studies in ESS to enhance their practical skills. They will also develop abilities to critically evaluate existing research.",3.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS103,Research Methods and Statistics,"The course will develop the foundational skills for conducting research and analyzing data. Throughout the course, the students will explore quantitative methodologies and garner an understanding of statistical principles and techniques. Topics covered include normality, variance, correlation and regression analysis and data visualization. Hands-on exercises using statistical software will allow students to work on real-world datasets, fostering proficiency in data analysis. By the end of the course, students will identify relevant statistical tests based on population and sample characteristics.",3.0,ESS102,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS110,Environmental and Natural Resource Economics,"The course introduces core economic concepts, including supply and demand, market equilibrium, public goods, and externalities. It also explores the challenges faced by modern societies to ensure economic development while preserving and regenerating the natural environment. Students will learn about key analytical tools (such as cost-benefit analysis) utilized by economists when designing and evaluating environmental policies and will be asked to apply them critically to real-world issues and policies. Topics include linkages between the market economy and the environment, challenges of energy transition, and methods for the valuation of environmental costs and benefits.",3.0,ESS101,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS120,Biology and Ecosystems,"This course provides students with a solid foundation in the fundamental biological principles that govern environmental sustainability, from the smallest building blocks (genes & cells) to the interactions between organisms, populations, communities, and their abiotic surroundings. It will examine the role of biodiversity in human life and healthy ecosystems, discussing its conservation and restoration globally, in the Caucasus region, and in Armenia.",3.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS120L,Biology and Ecosystems Laboratory,The course trains students in biology laboratory equipment use and techniques as well as field research approaches to bolster the underlying concepts discussed in the lecture course.,1.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS125,Chemistry for Environment and Sustainability,"The course introduces basic chemistry concepts, including bonding, molecular structure, chemical reactions, thermochemistry, and chemical kinetics. In addition, students will gain skills in data mining and analysis related to environmental chemistry. All these will be applied to understand chemical systems including biogeochemical cycles, pollution, food and consumer goods, and toxicity.",3.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS125L,Chemistry for Environment and Sustainability Lab,"The course trains students in chemistry laboratory equipment use and techniques to bolster the underlying concepts discussed in the lecture course. In addition, the lab will hone student skills in observing, critically assessing, and reporting data.",1.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS130,Environmental Geology,"The course provides students with a basic understanding of geological processes that control our environment. Topics to be included are Earth’s structure and plate tectonics, rocks and minerals, weathering and erosion, sediments and soils, geohazards, and engineering geology. The course will also address geological resources (metals, minerals, and fossil fuels) and their extraction from a sustainability perspective.",3.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS130L,Environmental Geology Lab,This course provides students with hands-on experiential learning in support of the topics covered in ESS130. Laboratory exercises will involve the tools typically used in geology and environmental science.,1.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS140,Sustainable Energy Systems and Solutions,"The course delves into the sustainable generation and use of energy at various scales, including building, local, national, and transnational levels. Key topics encompass energy efficiency, centralized and distributed energy generation, smart grids, non-fossil fuel transportation, energy storage, energy markets, and sustainable energy policies. Students will examine these topics from environmental, economic, and social perspectives. The course is project-based, allowing students to apply their knowledge through individual or group projects. Assessment will include these projects, as well as quizzes and examinations, ensuring a grasp of key topics.",3.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS160,Sustainable Food Systems,"The course focuses on human food systems, including their social, economic, and environmental sustainability aspects. Students will become familiar with primary agricultural resources and inputs, production technologies, post-harvest handling, and food waste, logistics, and marketing. They will also become familiar with developments in the food industry such as genetically modified organisms, organic agriculture (including sustainable fertilizer and pesticide management), fair trade, plant-based diets, and approaches to reduce food loss. The course is project-based, allowing students to apply their knowledge through individual or group projects. Assessment will include these projects, as well as quizzes and examinations, ensuring a grasp of key topics.",3.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS180,Introduction to Geographic Information Systems(GIS) and Remote Sensing,"The course introduces geographic information systems (GIS) and remote sensing using satellite images. Students gain skills in spatial analysis, including collecting and problem-solving through the use of visualization and analytical tools. More and more industries rely on GIS and remote sensing to analyze and visualize data. This course will look at applications of GIS in environmental sciences, public health, sustainable transportation, land-use planning, telecommunications, hydrology, meteorology, crime patterns, etc. The course will also explore remote sensing (Earth Observation) tools offered by NASA, EU Copernicus, and private-sector satellite imagery.",3.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS200,Environmental Monitoring,"The course introduces students to the principles and practices of environmental monitoring and its role in assessing ecosystem health, supporting policy compliance, and managing natural resources. Students will learn best practices across environmental domains: monitoring air, water, and soil contamination, with a strong focus on quality control, including instrument calibration and documentation. The course also examines challenges in data management and interpretation. Learning activities include discussions, readings, data mining, report writing, presentations, and practical assignments.",3.0,"ESS101, ESS102, ESS120 OR ESS125 OR ESS130",,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS208,Environmental and Sustainability Modeling,The course focuses on theoretical background as well as skills to develop and apply models in the context of complex environmental and social systems. The course will explore the strengths and limitations of various modeling approaches. It will equip students with the ability to discern their appropriateness for specific contexts. The course is intended for students with limited mathematical background.,3.0,"ESS103, ESS110, ESS120 OR ESS130",,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS215,Climate Change Science and Politics,"The course covers climate change from a multidisciplinary perspective to understand its causes and consequences as well as needed responses. The course will explore the science and politics of climate change. Key international and Armenia and Caucasus-specific literature, case studies, and social and political movements around climate change will be reviewed and discussed. The course will require students to participate in a simulated multi-stakeholder and multinational negotiations on addressing climate change.",3.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS240,Sustainable Cities,"The course introduces the concept of sustainable cities—places with human prosperity, social equity, and environmental health. Special emphasis will be placed on the concepts and tools necessary to address the environmental sustainability of cities, including their resource metabolism, ecology, and built environment impacts. Using case studies of cities, towns, and development projects globally, students will have the opportunity to reflect on principles of sustainability and innovative applications used at various scales by planners and designers. Students are expected to collect, analyze, and present data as well as assess the merits of analyses by others.",3.0,ESS101,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS244,Water,"The course examines water from various perspectives including ecological, human health, resource stewardship, economic, legal, and political. Topics to be covered include water supply, use, and recycling in agriculture, manufacturing, mining, energy, and domestic life; potential for resource efficiency and optimization; water quality and types of water pollution, methods of testing and monitoring water quality and conditions of freshwater ecosystems; water purification and wastewater treatment; water planning and management tool including those for watersheds, surface, and groundwater resources; new technologies, such as desalination, to access freshwater; and international and national laws on water. The course is project-based, allowing students to apply their knowledge through individual or group projects. Assessment will include these projects, as well as quizzes and examinations, ensuring a grasp of key topics.",3.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS246,Solid Waste in Circular Economy,"The course will enable students to understand and explore principles of sustainable waste management from environmental, technological, social, and economic viewpoints. The course covers various types of waste, including food, packaging, plastics, paper, clothes, electronics, automotive, agricultural, and more. The course will focus on the circular economy solutions discussing waste reduction strategies, green product design, reuse and recycling practices, zero-waste lifestyle, waste-to-energy, composting, biogas production, and more. The course is project-based, allowing students to apply their knowledge through individual or group projects. Assessment will include these projects, as well as quizzes and examinations, ensuring a grasp of key topics.",3.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS250,Biodiversity Conservation and Restoration,"The course explores biodiversity conservation and restoration, combining foundational knowledge with hands-on experience. Students will dive into essential conservation policy tools, cutting-edge field research techniques, and innovative restoration approaches. They will analyze real-world conservation challenges and discover effective strategies to conserve and restore biodiversity. The course includes lecture hours, field visits, and group projects with conservation organizations or professionals.",3.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS262,Environmental and Sustainability Governance,"The course introduces students to environmental and sustainability governance systems at the international, national, and local levels. Students critically analyze legal and institutional mechanisms, including international conventions and their implementation, Armenian constitutional and legislative frameworks, and local regulations. The course includes two practice-oriented mock cases based on real-world scenarios to develop applied skills in environmental governance.",3.0,ESS101,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS270,Disasters and Resilience Management,"The Course explores the history, principles, theories, and approaches of resilience frameworks and management. Students study natural hazards–earthquakes, floods, wildfires, landslides, etc.–and anthropogenic hazards–industrial, nuclear, cyberterrorism, massive explosions, etc.– to plan and implement prevention, preparedness, response, recovery, and mitigation strategies and tools. Topical investigations include a range of physical and human-related impacts of disasters, the role of decision-makers and the general public, and social and technological aspects of improved resilience. Global and Armenia-specific cases and scenarios are discussed.",3.0,,,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSESS,ESS283,Environmental and Sustainability Assessment Tools,"The course examines tools used to assess and mitigate the environmental and social impacts of products, operations, projects, and policies. It will review examples of commonly used tools, e.g., Environmental Impact Assessment (EIA), Strategic Environmental Assessment (SEA), and Life-Cycle Assessment (LCA). Emphasis will be on learning from real cases in Armenia, the Caucasus region, and globally.",3.0,"ESS120L, ESS125L, ESS130L",,American University of Armenia,Environmental and Sustainability Sciences,Bachelor
BSES,IESM106,Probability and Statistics,"The topics covered in this introductory course include: axioms of probability; conditional probability, independence; combinatorial analysis; random variables and distributions; expectation, variance, covariance; transformation of random variables; limit theorems, the law of large numbers, the central limit theorem; Markov chains; applications; statistical estimation; correlation, regression; hypothesis testing, maximum likelihood estimation, Bayesian updating; applications. Students are required to complete problem sets in order to demonstrate rudimentary foundational knowledge in mathematical modeling and to apply practical analytical and numerical methods to solve problems in computational sciences. Three hours of instructor-led class time per week including discussions and problem sets.",3.0,,,American University of Armenia,Engineering Sciences,Bachelor
MEIESM,IESM220,Operations Research 1,"Decision making with constrained resources, including product mix, scheduling, and manufacturing models, project planning, and planning with uncertain futures. The course also introduces analysis of network-based models such as vehicle routing, as well decision problems with opposition (game theory). This course concentrates on the classical linear programming (LP) model as a solution method, and introduces extensions of LP that accommodate logical decisions, in particular mixed-integer programming (MIP). Familiarity with basic linear algebra and a programming language is required.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM301,Analysis and Design of Data Systems,"Three hours of lecture per week. Review of data systems and data processing functions; technology; organization and management; emphasizing industrial and commercial application requirements and economic performance criteria; survey of systems analysis, design; modeling and implementation; tools and techniques; design-oriented term project.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM311,Quality Assurance and Management,"Three hours of lecture per week. Principles and methods of statistical process control, quality engineering, total quality management, as applied to manufacturing and service industries.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM313,Data Mining & Predictive Analytics,"Exploratory Data Analysis; Classification: Decision Trees, Model Evaluation, Overfitting; Linear and Logistic Regression; Association Analysis; Cluster Analysis; Anomaly Detection; Model Building and Validation",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM314,Business Intelligence Systems and Analytics,"This course introduces the concepts and practices of Business Intelligence (BI) with a strong emphasis on using Structured Query Language (SQL) for data preparation and tools for data visualization and analytics. Students will learn the BI lifecycle from data sources to dashboards, explore data modeling and governance, and progressively master BI tools — starting from fundamentals to advanced analytics, parameters, Level of Detail (LOD) expressions, and storytelling dashboards. The course is hands-on, with frequent practical sessions and a final project applying BI to a real-world industrial dataset.Prior knowledge of database systems and proficiency in SQL are required.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM315,Design and Analysis of Experiments,"Three hours of lecture per week. Principles and methods of design and analysis of experiments in engineering and other fields, realworld applications of experimental design, completely randomized designs, randomized blocks, latin squares, analysis of variance (ANOVA), factorial and fractional factorial designs, regression modeling and nonparametric methods in analysis of variance.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM321,Operations Research 2,"Deterministic and stochastic models and methods in Operations Research, network analysis, integer programming, unconstrained and constrained optimization, deterministic and stochastic dynamic programming, Markov chains, queuing theory.",3.0,IESM220,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM324,Applied Statistics for Engineers,"This course starts by introducing the probability laws as a foundation for statistical inference in engineering. The concept of the likelihood function in an engineering model is illustrated. The course provides a substantial coverage of propagation of error, as well as an emphasis on model-fitting. The use of simulation methods and the bootstrap is made for verifying normality assumptions, estimating bias, computing confidence intervals, and testing hypotheses. In the second part of the course, diagnostic procedures are introduced for linear regression models including material on examination of residual plots, transformations of variables, and principles of variable selection in multivariate models. The analysis of data from a class of experiments is discussed along with statistical quality control. Instructor led lectures and discussion. Assessment by problem sets, exams, and projects.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM325,Decision Analysis,"Three hours of lecture per week. Formulation, analysis and use of decision-making techniques in engineering; operations research and systems analysis; decision trees and influence diagrams; Bayesian decision theory; utility theory; multiple-attribute decision analysis; introduction to Game Theory.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM330,Simulation of Industrial Engineering Systems,"Three hours of lecture per week. Design, programming and statistical analysis issues in simulation study of industrial and operational systems, generation of random variables with specified distributions, variance reduction techniques, statistical analysis of output data, case studies, term project.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM331,Production Systems analysis,"Three hours of lecture per week. Analysis, design and management of production systems. Topics covered include productivity measurement; forecasting techniques; project planning; line balancing; inventory systems; aggregate planning; master scheduling; operations scheduling; facilities location; and modern approaches to production management such as Just-In-time production.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM340,Engineering Economics,"Three hours of lecture per week. Analysis of economic investment alternatives, concepts of the time value of money and minimum attractive rate of return, cash flow analysis using various accepted criteria, e.g., present worth, future worth, internal rate of return, external rate of return, depreciation and taxes, decision making under uncertainty, benefitcost analysis, effects of inflation (relative price changes).",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM345,Supply Chain Management,"This course focuses upon the strategic importance of supply chain management. The purpose of the course is to design and manage business-to-business to retail supply chain purchasing and distribution systems, and to formulate an integrated supply chain strategy that is supportive of various corporate strategies. New purchasing and distribution opportunities for businesses and inter/intra company communications systems designed for creating a more efficient marketplace are explored.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM346,Managing Engineering and Technology,"Managing Engineering and Technology is designed for engineers, scientists, and other technologists interested in enhancing their management skills, and for managers in enhancing their skills and knowledge about engineering and science. Specifically, the course is tailored to the needs of technical professionals and will cover: the historical development of management with an emphasis on the management of technology, management methods and tools, transition from technical performer to technical management, and the nature and application of management principles throughout the technology product/project life cycles. The course will be based on a mix of theory, empirical evidence and real-life cases. Instructor-led discussion, along with reading, written, and practical assignments.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM347,Design and Innovation of Information Services,"The course aims to provide with theoretical and practical insight into the key concepts and issues that guide the design and development of modern information services. The students will explore the contextual considerations of designing information services through in-depth examination of expanding possibilities for innovation and associated risks that modern-day devices, data, content, systems and infrastructures offer. Of particular interest will be the structuring and design of problems in industries with complex ecosystems using Soft Systems Methodology and Unified Modeling Language with special stress on capturing and analyzing information requirements of parties involved. No prerequisite knowledge is required. As part of the course, students will design their own information service to address a problem of their choice, using all the depth of technical and social issues facing companies, individual users and societies.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM348,"Technology, Ethics and Society in the Age of AI","This survey course will address an issue that humans have faced since the earliest form of technological innovation, starting with the discovery of fire and crude weapons: as new technologies are developed, can we as individuals and societies adapt to manage the impact of these technologies on our lives? While many inventions, from the printing press to the combustion engine to electricity to the atomic bomb have been available to a select few elites, the power of artificial intelligence is now at the fingertips of almost anyone with a connected device, and has sky-rocketed in its impact on everything from education to medicine to creating content to waging war. How can we make sure that we, as future creators and consumers of AI-enabled products and services, have the right tools and context to make sure that what we create, or utilize, does more good than harm? While the topic is vast, we will jointly explore concrete examples from different sectors to help us become more informed participants in this latest technology arms race. The course will consist of a combination of lectures, case study discussions, screening and discussion of movies and TV shows, as well as guest speakers.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM349,Enabling Competitive Advantage through Information Technology,"This class is intended to introduce students to the critical role of information technologies (IT) in enabling competitive strategies. Our particular focus will be the impact that IT can have on non-IT companies, from industries such as transportation, supermarkets, financial institutions, and healthcare. This is not a “how-to” guide on managing enterprise information systems. Rather, the focus is on the word Enable, and we will explore how different companies have used IT to develop significant competitive advantage in the marketplace. The course will consist of case readings and discussions, short assignments, group project, and mid-term and final exams.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM350,Alternative Energy,"The course reviews: the basics of the alternative energy generation options, the respective technologies and resources, as well as the economic, environmental and urban aspects of their introduction into the modern society. Topics include: the role and the current status of the alternative energy in the modern society, energy and force – phenomena and units, solar radiation characteristics, carbon cycle and traditional sources of energy, solar thermal processes (options), such as wind, solar heat, ocean heat and wave, solar hot water, solar electricity, passive solar, solar photon processes, such as solar photovoltaics – from principles to systems, biomass, biofuel, biogas, etc, nuclear power – fusion and fission, infrastructure related economics, distributed power, energy storage, etc.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM351,Sustainable Smart and Resource Efficient Systems 1: Systems and Technologies,"The course introduces students to the latest practices and technologies in reducing the environmental impact of buildings and the built environment with specific focus on energy, water, and waste. Students will be expected to gain analytical and quantitative skills in analyzing energy, transport, water, and solid waste with the aim of estimating ways to achieve “carbon neutrality,” “zero emissions,” among other green goals. Students will also be introduced to green built environment norms established by the US Green Building Council as well as other international companies.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM352,Sustainable Smart and Resource Efficient Systems 2: Decision Making Tools,"The course will focus on non‐design decision tools. The analytical tools to be covered will include financial (payback period, NPV, and IRR), economic (Input‐Output, Cost‐Benefit), and environmental (Life Cycle Assessment, McKinsey Carbon Abatement Analysis, Carbon Footprint, Water Footprint, Ecological Footprint). Many of these analyses will be relevant for a wide range of industries including transportation, construction, manufacturing, as well as energy. The course will use cases and simulations to teach and deepen understanding of core concepts and methodologies.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM360,Computer-Aided Design,Fundamentals of part design; computer-aided design tools and data structures; geometric modeling; transformations; CAD/CAM data exchange; mechanical assembly.,3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM361,Computer Aided Manufacturing,Introduction to manufacturing processes; cutting fundamentals; design for manufacturability; design for machining; process engineering; NC fundamentals; manual NC programming; computer-aided part programming; group technology.,3.0,IESM360,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM362,Advanced CAD/CAM Applications,"Advanced surface and solid modeling, top down and bottom up assembly, finite element analysis, sensitivity studies, optimization, advanced computeraided part programming and manufacturing, mold design, team work.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM372,Portfolio Theory and Risk Management,"Students in this course will become familiar with the basic concepts of interest theory, portfolio theory and risk assessment and be able to apply these in problem solving, with an emphasis on mathematical and computational approaches. The student will also become acquainted with various financial risk management instruments and use different criteria to optimize portfolios, taking into consideration the strengths and weaknesses of different portfolio selection criteria. Instructor led lecture and discussions; assessment may include problem sets, software implementation, exams, and projects.",3.0,IESM220 OR CS213 or equivalent,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM390,Integrative Project in Modern Production Methods,"Two hours of lecture and discussion and six hours of field work per week. This is a projectbased course that involves field work (in manufacturing or service organizations) and integrates and synthesizes knowledge gained from several courses (e.g., operations management, operations research, statistics, and quality management). Student teams, supported by several faculty members, will work with industrial companies to identify improvement opportunities and help in implementing them.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM391,Independent Study,"Special study of a particular problem under the direction of a faculty member. The student must present a written, detailed report of the work accomplished. Approval of the IESM Program Chair and the instructor is required.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM392,Special Topics in IESM,"This course explores emerging and advanced topics in Industrial Engineering and Systems Management that extend beyond the regular curriculum. The focus varies by semester and may include areas such as data analytics, decision modeling, advanced statistical modeling, or technology-driven process improvement. Through case studies, hands-on projects, and research discussions, students gain exposure to contemporary challenges and innovative methodologies shaping the field.",3.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM395,Capstone Preparation,"Review of Capstone objectives and procedure; faculty and industry representatives’ presentation of suggested research topics; field trips to the local companies; literature survey and classroom presentation by students. Students select the topic of their capstone project and the supervisor and prepare and submit the project proposal. Students draft a literature survey on their selected topic, which will constitute a section or chapter of the capstone project report. The completed and approved Proposal for Culminating Experience Requirement form must be filed in the College office prior to the end of the course.",2.0,,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM396,Capstone: Thesis,One of the two Capstone options offered by the Program. Supervised individual study employing concepts and methods learned in the program to solve a problem of significant importance from a practical or theoretical standpoint. This option is more appropriate for those students who are interested in an in-depth R&D experience.,4.0,IESM395,,American University of Armenia,Industrial Engineering and Systems Management,Master
MEIESM,IESM397,Capstone: Project,One of the two Capstone options offered by the Program. Supervised individual study employing concepts and methods learned in the program to solve a problem from a practical standpoint. This option is more appropriate for those students who are inclined to practical work and do not necessarily aspire for intensive research training.,1.0,IESM395,,American University of Armenia,Industrial Engineering and Systems Management,Master
MSCIS,CS302,Functional Analysis,"The course gives an introduction to functional analysis, which is a branch of mathematics in which one develops analysis in infinite dimensional vector spaces. The main areas to be covered are normed spaces with an emphasis on Banach and Hilbert spaces. Students will be introduced to fundamental theorems related to Banach spaces: The Hahn-Banach, Fixed point, Uniform Boundedness Principle, Open Mapping and Closed Graph theorems. This course will provide also an overview of Spectral theory for compact operators with applications in integral and differential equations. Instructor-led class time including discussions and problem sets; assessment by exams and problem sets.",3.0,CS103 or equivalent,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS310,Theory of Computing,"Theory of computation comprises the fundamental mathematical properties of computer hardware, software, and applications. This theory deals with computational models (or abstract machines) and investigates computational power of these models. The finite automata, pushdown automata and Turing machines are the computational models that are widely used in applications and theoretical research. This course aims to provide students with a foundation for using these models both for practical and theoretical needs.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS311,Theory of Algorithms,"Review of main abstract data types. Sorting algorithms: correctness, space and time complexity. Graph algorithms. Algorithmic Paradigms: divide-and-conquer, greedy, dynamic programming. NP-completeness and approximation algorithms. The course aims at providing students with the tools and techniques for designing efficient algorithms.",3.0,CS121 or equivalent,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS312,Object-Oriented Analysis and Design,"The UP (Unified Process) and the principle of iterative and incremental software development, UP artifacts, usage of UML (Unified Modeling Language) notation for representation results of analysis and design, studying and applying of design patterns, usage of CASE (ComputerAssisted Software Engineering) tools to aid in analysis and design.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS313,Advanced Topics in Algorithms,"This course will review basic paradigms of algorithm design such as divide-and-conquer, dynamic programming, greedy algorithms, graph algorithms; and then explore some of the more advance topics such as Network Flow and Bipartite Matchings, NP-completeness, Approximation Algorithms, and other selected topics. Instructor-led discussions and problem sets.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS314,Theory of Communication Networks,"The course investigates several communication problems in networks; one-to- all, all-to- all, one-to- many. Specific communication models are considered by placing constraints on the sets of messages, senders, and receivers, on the network’s topology, on the rules that govern message transmissions, and on the amount of information about the network known to individual network members. One goal is to design network structures which are inexpensive to construct yet allow fast communication. The second major goal is to design efficient communication algorithms for commonly used networks under different communication models. These require knowledge of graph theory, combinatorics, and design and analysis of algorithms. Instructor-led discussions and problem sets.",3.0,CS121 or equivalent,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS315,Cryptography,"Introduction of basic principles and methods of modern applied cryptography. Demonstration how cryptography can help to solve information security problems and our focus will be basically internet security. Students will learn to understand and evaluate real life security problems that cryptography can solve. They will also discuss various open problems in applied cryptography. Finally, students will implement cryptographic primitives used in common real applications. Three hours of instructor-led class time per week including discussions and problem sets.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS316,Advanced Cryptography,"This course will introduce alternative, more efficient, and non- traditional public-key cryptosystems. Students will get acquainted with white box cryptography essentials. Other topics to be covered: a) cryptographic primitives related to cloud computing, in particular a secure search over encrypted data; b) homomorphic encryption methods; c) identity based encryption; and d) secure multi-party computation protocols. Instructor-led discussions and problem sets.",3.0,CS315,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS317,Computer Graphics,"The course provides students with theoretical and applied tools in graphics development. The course examines topics including: geometric concepts, such as tangent plane, normal vector; pixel-related operations; interactive methods, such as mouse and keyboard callback functions; representation of graphics primitives; general introduction to Open GL as a State Machine; various shading algorithms to illustrate the rendering process; color calculations; texturing. Coursework will include such assignments as critical review of current trends in the field, implementations of theories, or group projects. Instructor-led discussion, along with reading, written, and practical assignments.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS318,Advanced Topics in the Theory of Computation,Course Description tailored to course content when offered.,3.0,,,American University of Armenia,Computer and Information Science,Master
